"name","steam_appid","required_age","is_free","number_dlc","developers","publishers","price_currency","price_initial","price_final","windows","mac","linux","metacritic_score","categories","genres","recommendations_total","achievements_total","release_date"
"Halod's adventure times",2184380,0,True,"","午藍Wulan;茶可;牙籤;Kia;pingcha;12atan;daihua.k;Loni.Chou","RMAsia","","","",True,False,False,"","Single-player","Adventure;Casual;Indie;RPG;Free To Play","","","10 Nov, 2022"
"Generations Of Destruction",1827500,0,False,"","Tim Borkert","Electric Camel Studio","CAD","2.29","2.29",True,False,False,"","Single-player;Partial Controller Support;Family Sharing","Action;Indie","","","13 Dec, 2021"
"Vector Strain",419090,0,False,1,"OMNIDREAM CREATIONS","OMNIDREAM CREATIONS","CAD","5.49","5.49",True,False,False,"","Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Remote Play Together;Family Sharing","Action;Indie","",36,"9 Dec, 2015"
"Elemental Survivors : Roguelike",2271390,0,False,"","Antonio Filipe","Afil Games","","","",True,False,False,"","Single-player;Steam Achievements;Full controller support;Family Sharing","Action;Indie","","","Coming soon"
"Prism Collider",585770,0,True,"","Gestmorph Games","Gestmorph Games","","","",True,False,False,"","Single-player;Steam Trading Cards;Partial Controller Support","Action;Indie;Strategy","","","31 Jan, 2017"
"VRCAT",677290,0,True,"","ARCAT, Inc.","ARCAT, Inc.","","","",True,False,False,"","Tracked Controller Support;VR Only","Animation & Modeling;Design & Illustration","","","14 Aug, 2017"
"Larry The Unlucky Part 3",1799560,0,False,"","Strongshell Software","Strongshell Software","CAD","2.29","2.29",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Adventure;Indie","",16,"11 Nov, 2021"
"Choconoa",1009150,0,True,"","Matthieu Gouby","Matthieu Gouby","","","",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud","Action;Adventure;Indie;Free To Play","",9,"1 Feb, 2019"
"月球坠落时 Moon Fall",1092400,0,False,"","Xihe Animation;JasminsSummer Project","Horo Games","CAD","17.49","17.49",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Indie;RPG;Simulation",897,12,"16 Jan, 2021"
"RIDLE",1806480,0,False,"","Local Ring","Local Ring","CAD","3.89","3.89",True,False,False,"","Single-player;Full controller support;Family Sharing","Action;Casual;Indie;Early Access","","","25 Aug, 2023"
"Run n Jump",1961750,0,True,"","Braydon Hanson","Braydon Hanson","","","",True,True,True,"","Single-player","Adventure;Casual;Free To Play;Indie","","","7 May, 2022"
"My Burning Heart",921900,0,False,"","Ertal Games","Ertal Games","CAD","21.99","21.99",True,True,False,"","Single-player;Steam Achievements;Family Sharing","Casual;Indie",128,13,"23 Jul, 2019"
"Edge Guardian",518000,0,False,"","Hypothermic Games","Hypothermic Games","CAD","7.79","7.79",True,False,False,"","Single-player;Steam Achievements;Tracked Controller Support;VR Only;Steam Leaderboards;Family Sharing","Action;Indie;Early Access","",7,"21 Sep, 2016"
"V-Girl Aori",2360900,0,False,"","simplecakestudio","simplecakestudio","CAD","1.29","1.29",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Indie","",25,"8 Apr, 2023"
"Luna: Shattered Hearts: Episode 1",331400,16,False,"","Daniel Gill","Gillis LLC","CAD","3.89","3.89",True,False,False,"","Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Family Sharing","Action;Adventure;Casual;Indie;RPG","",18,"24 Nov, 2014"
"Whiskerwood",2489330,0,False,"","Minakata Dynamics","Hooded Horse","","","",True,False,False,"","Single-player;Steam Achievements;Adjustable Text Size;Camera Comfort;Custom Volume Controls;Adjustable Difficulty;Mouse Only Option;Playable without Timed Input;Save Anytime;Stereo Sound;Steam Cloud;Family Sharing","Simulation;Strategy","","","2025"
"Catrophy Trail",2224060,0,False,"","Occlusional Inc.","Occlusional Inc.","","","",True,False,False,"","Single-player;Multi-player;Co-op;Online Co-op;Family Sharing","Adventure;Casual;Indie;Simulation;Early Access","","","Coming soon"
"Adeona",1551200,0,True,"","Box Attack Studios","Box Attack Studios","","","",True,False,False,"","Single-player;Partial Controller Support","Action;Adventure;Indie;RPG","","","Coming soon"
"Reek N' Havok",1514430,0,False,"","Danger Rat Ltd","Danger Rat Ltd","CAD","4.99","4.99",True,False,False,"","Single-player;Family Sharing","Casual;Indie;Strategy","","","22 May, 2023"
"East 73: Magenta Fairytale",769550,0,False,"","Magenta Factory","Magenta Factory","CAD","2.59","1.29",True,True,True,"","Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Family Sharing","Adventure;Casual;Indie",133,4,"29 Dec, 2017"
"Waddle Home",486290,0,False,"","Archiact","Archiact Interactive Ltd.","CAD","5.69","2.84",True,False,False,"","Single-player;Steam Achievements;Tracked Controller Support;VR Only;Family Sharing","Casual;Indie;Strategy","",16,"7 Jul, 2016"
"Abalone",279480,0,False,"","","Games-Up","CAD","7.99","7.99",True,False,False,"","Single-player;Steam Trading Cards;Includes level editor;Family Sharing","Casual;Strategy","",27,"23 Apr, 2014"
"Zombie Slayers",1203600,0,False,"","Mateusz Makles","Mateusz Makles","CAD","3.89","3.89",True,False,False,"","Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Family Sharing","Action;Indie","",14,"21 Feb, 2021"
"Bartlow's Dread Machine",1228870,0,False,"","Beep Games, Inc.;Tribetoy","Beep Games, Inc.","CAD","6.69","6.69",True,False,False,70,"Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Remote Play Together;Family Sharing","Action","",19,"29 Sep, 2020"
"Impossible Road 2",1066520,0,False,"","Wonderful Lasers Inc.","Wonderful Lasers Inc.","","","",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards;Remote Play on TV;Family Sharing","Action;Indie","","","Coming soon"
"Purrfectly Hidden Cats - Kittenwood",2464090,0,False,"","Gemcraft Games;Bleeding Moon Studio","Gemcraft Games","CAD","1.69","1.69",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Casual",181,100,"18 Jul, 2023"
"Wark & Wimble",1436190,0,False,"","Porble Games","Porble Games","CAD","6.69","6.69",True,False,False,"","Single-player;Full controller support;Steam Cloud;Family Sharing","Adventure;Casual;Indie","","","19 Oct, 2020"
"Hidden Expedition: Dawn of Prosperity Collector's Edition",514730,0,False,"","Eipix Entertainment","Big Fish Games","CAD","10.99","10.99",True,False,False,"","Single-player;Family Sharing","Adventure;Casual","","","7 Sep, 2016"
"Cable Guardian",1208080,0,True,1,"Bitslo","Bitslo","","","",True,False,False,"","VR Only","Indie;Utilities","","","22 Mar, 2020"
"DREAMO VR",1138220,0,False,"","Hypnotic Ants","Carbon Studio","","","",True,False,False,"","Single-player;Steam Achievements;Tracked Controller Support;VR Only;Family Sharing","Adventure;Casual","","","Coming soon"
"Guards",460340,0,False,"","Battlecruiser Games","Battlecruiser Games","CAD","5.49","1.64",True,True,True,49,"Single-player;Steam Achievements;Steam Trading Cards;Stats;Commentary available;Family Sharing","Adventure;Indie;Strategy",259,15,"19 Aug, 2016"
"The Married Manager's Scandalous Services - The Pleasures of the Night Shift",1650290,0,False,"","Appetite","Tensei Games","CAD","17.99","8.99",True,False,False,"","Single-player;Family Sharing","Adventure","","","18 Sep, 2021"
"Happy Bones Infernal",1727860,0,False,"","Frosted Fears Game Studios","Frosted Fears Game Studios","CAD","7.79","7.79",True,False,False,"","Single-player;Full controller support;Family Sharing","Indie;RPG","","","13 Mar, 2022"
"The House [zebaxx]",2525270,0,True,"","zebaxx","zebaxx","","","",True,False,False,"","Single-player;Steam Workshop","Adventure;Casual;Indie","","","5 Aug, 2023"
"Aegis",530520,0,False,1,"Innuendo Squad Studios","Innuendo Squad Studios","CAD","3.29","3.29",True,False,False,"","Single-player;Family Sharing","Action;Indie","","","6 Oct, 2016"
"にわとりになったおれ　〜コドクな魔女との5日間〜",2402070,0,False,"","Zaki_san208","Zaki_san208","CAD","1.29","1.29",True,False,False,"","Single-player;Family Sharing","Action","","","27 Oct, 2023"
"MetaCitizen",2069520,0,True,"","Gstyle","Gstyle","","","",True,False,False,"","Single-player","Casual;Free To Play;RPG;Simulation","","","Coming soon"
"Supernormal",2532430,0,False,"","Hitori de Productions","Hitori de Productions","CAD","10.49","2.62",True,False,False,"","Single-player;Steam Achievements;Partial Controller Support;Family Sharing","Action;Adventure;Indie",837,22,"8 Jan, 2024"
"吾王的荣耀 Honor of Knight King",1754520,0,False,"","CBSDY个人工作室","CBSDY个人工作室","CAD","2.59","2.59",True,False,False,"","Single-player;Family Sharing","Action;Indie;RPG","","","16 Oct, 2021"
"Lost Summoner Kitty",761140,0,False,"","Kotoshiro","Kotoshiro","CAD","5.69","5.69",True,False,False,"","Single-player;Family Sharing","Action;Casual;Indie;Simulation;Strategy","","","4 Jan, 2018"
"Deep Space Scoundrel",2343120,0,True,"","Bolder Games","Bolder Games","","","",True,False,True,"","Single-player;Partial Controller Support;Steam Cloud","Action;Casual;Indie;Early Access","","","30 Mar, 2023"
"Universal Enemies",1782030,0,False,"","Uniene Team","Nap Harmonia","CAD","10.49","10.49",True,True,False,"","Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Full controller support;Family Sharing","Action;Indie","",3,"28 Apr, 2022"
"S.P.I.K.E: ARENA",789200,0,False,"","23:23 Team","23:23 Team","CAD","1.29","1.29",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen;Steam Achievements;Remote Play Together;Family Sharing","Action;Casual;Indie;Massively Multiplayer","",1,"23 Apr, 2018"
"Phantom Brigade",553540,0,False,1,"Brace Yourself Games","Brace Yourself Games","CAD","38.99","38.99",True,False,False,71,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Family Sharing","Indie;RPG;Strategy",3022,46,"28 Feb, 2023"
"The Trials of Olympus III: King of the World",1043380,0,False,"","e-FunSoft Games","HH-Games","CAD","11.79","5.30",True,False,False,"","Single-player;Family Sharing","Casual","","","19 Mar, 2019"
"Piroot",2523510,0,False,"","Frank Force Games","Frank Force Games","","","",True,False,False,"","Single-player;Full controller support;Family Sharing","Action;Adventure;Indie;Early Access","","","Coming soon"
"A Walk in the Woods",842420,0,True,"","Something Dark Studios","Something Dark Studios","","","",True,False,False,"","Multi-player;PvP;Online PvP;Co-op;Online Co-op;Partial Controller Support","Adventure;Free To Play;Indie","","","1 May, 2018"
"Trinity Building Editor",2140810,0,False,"","Octopus Entertainment LTD","Octopus Entertainment LTD","CAD","32.50","32.50",True,False,False,"","Single-player;Family Sharing","Casual;Indie;Simulation;Early Access","","","30 Aug, 2024"
"Gun'eM",1606890,0,False,"","hibachi","hibachi","CAD","1.19","1.19",True,False,False,"","Single-player;Family Sharing","Action","","","14 May, 2021"
"Travel through the adult game and build a harem",2651530,0,False,"","LemonTart","Playmeow;ACG creator;Playmeow News","CAD","12.99","12.99",True,False,False,"","Single-player;Family Sharing","Casual;RPG",133,"","19 Feb, 2025"
"Skript",746890,0,False,"","baKno Games","baKno Games","CAD","32.50","32.50",True,True,True,"","Single-player;Multi-player;PvP;Shared/Split Screen PvP;Shared/Split Screen;Remote Play Together;Family Sharing","Casual;Indie;Simulation","","","15 Nov, 2017"
"COVID-19  Epidemic Prevention",1332280,0,False,"","Colyu","Colyu","CAD","226.99","226.99",True,False,False,"","Single-player;Tracked Controller Support;VR Only;Family Sharing","Simulation","","","16 Jun, 2020"
"Rumble",409630,0,False,"","Overflow","Overflow","CAD","2.19","2.19",True,True,True,"","PvP;Shared/Split Screen PvP;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Full controller support;Remote Play Together;Family Sharing","Action;Indie","","","14 Oct, 2015"
"Realm Lands",1159280,0,True,"","Realm Lands","Realm Lands","","","",True,False,False,"","Single-player;Multi-player;PvP;Online PvP","Adventure;Free To Play;RPG;Early Access","","","Coming soon"
"SiNiSistar Lite Version",1794780,0,False,"","Uu","DLsite","CAD","5.69","5.69",True,True,False,"","Single-player;Family Sharing","Action;Adventure;Indie",599,"","29 Nov, 2021"
"Stick to the end",952970,0,False,"","90E GAMES","90E GAMES","CAD","1.29","1.29",True,False,False,"","Single-player;Steam Achievements;Stats;Family Sharing","Action;Casual;Indie;Simulation;Strategy","",11,"7 Nov, 2018"
"Protect your planet",730280,0,False,"","Triple Rush Games","Triple Rush Games","CAD","6.49","6.49",True,False,False,"","Single-player;Family Sharing","Casual;Indie;Simulation","","","1 Nov, 2017"
"Gerritory",1175720,0,False,"","Party Goose;Digital Crafter","Digital Crafter;Light of Creators","CAD","8.99","8.99",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Steam Achievements;Full controller support;Remote Play Together;Family Sharing","Action;Casual;Indie;Massively Multiplayer;Strategy","",17,"23 Oct, 2020"
"Maria the Witch",447860,0,False,"","Naps Team","Naps Team","CAD","5.49","5.49",True,False,False,"","Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards;Family Sharing","Action;Adventure;Casual;Indie","",29,"1 Mar, 2016"
"Luxor: Quest for the Afterlife",16040,0,False,"","MumboJumbo","Accelerate Games","CAD","10.99","10.99",True,False,False,"","Single-player;Family Sharing","Casual","","","15 Dec, 2008"
"卷壹:梦行记Volume 1 Dreamwalker's Diary",2589930,0,False,"","XCMJ","XCMJ","","","",True,False,False,"","Single-player;Family Sharing","Action;Casual;Indie;RPG","","","Coming soon"
"Liftoff®: FPV Drone Racing",410340,0,False,3,"LuGus Studios","LuGus Studios","CAD","25.99","25.99",True,True,True,"","Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Includes level editor;Family Sharing","Indie;Racing;Simulation;Sports",11158,35,"13 Sep, 2018"
"Virus Crashers",584600,0,False,"","Shindenken","Henteko Doujin","CAD","1.29","0.64",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Partial Controller Support;Remote Play Together;Family Sharing","Action;Casual;Indie","","","20 Feb, 2017"
"Train Your Minibot",713740,0,False,1,"Fishagon LLC","Fishagon LLC","CAD","11.49","11.49",True,False,False,"","Single-player;Steam Achievements;Steam Workshop;Camera Comfort;Custom Volume Controls;Playable without Timed Input;Steam Cloud;Includes level editor;Family Sharing","Casual;Indie;Strategy;Early Access","",27,"30 Jun, 2021"
"Geometry raid",2766600,0,False,"","RoughStone","RoughStone","CAD","2.59","2.59",True,False,False,"","Single-player;Steam Achievements;Full controller support;Family Sharing","Action;Casual;Indie;Simulation","",23,"12 Jul, 2025"
"Shhh!",2709940,0,False,"","616 GAMES","616 GAMES","CAD","3.89","3.89",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Action;Adventure;Casual;Indie;Simulation",311,4,"11 Dec, 2023"
"Vugluskr: Zombie Rampage",1164760,0,False,"","Tommy Gun Walrus","Tommy Gun Walrus","CAD","6.49","6.49",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Action;Indie","",55,"14 Oct, 2019"
"Unraveling Angel",2479490,0,False,"","Ego Dismantler","Ego Dismantler","","","",True,True,True,"","Single-player;Steam Achievements;Family Sharing","Adventure;Indie;Early Access","","","Coming soon"
"Devil's Dive",2311070,0,False,1,"1984pxls","1984pxls","CAD","4.99","4.99",True,False,False,"","Single-player;Full controller support;Family Sharing","Action","","","7 Jul, 2023"
"Churchgoers",1067390,0,False,"","Bells that End","Team Noiz","CAD","5.69","5.69",True,True,False,"","Single-player;Steam Achievements;Color Alternatives;Custom Volume Controls;Keyboard Only Option;Playable without Timed Input;Stereo Sound;Partial Controller Support;Family Sharing","Indie;RPG","",21,"13 Sep, 2019"
"Battle Shapers",1421290,0,False,1,"Metric Empire","Metric Empire;Kepler Ghost","CAD","32.50","19.50",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards;Family Sharing","Action",798,52,"4 Dec, 2024"
"Bullynoid",993650,0,False,"","DRAgame","DRAgame","CAD","1.19","1.19",True,False,False,"","Single-player;Family Sharing","Action;Casual;Indie","","","14 Mar, 2019"
"CRAZY CAGE",1129340,0,False,"","Jamoly Co","Jamoly Co","","","",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Full controller support;Remote Play Together;Family Sharing","Action;Casual;Indie;Early Access","","","Coming soon"
